name,county,latitude,longitude
Marlow,Jefferson,38.1915,-88.4736
Maroa,Macon,40.0211,-88.5725
Marquette,Bureau,41.1951,-89.1545
Marquette Heights,Tazewell,40.3703,-89.3601
Marseilles,La Salle,41.1951,-88.4229
Marshall,Clark,39.2329,-87.4137
Marshall Landing,Calhoun,38.5727,-90.3021
Martin Landing,Calhoun,38.5437,-90.3817
Martinsburg,Pike,39.3057,-90.5033
Martinsville,Clark,39.2008,-87.5255
Martinton,Iroquois,40.5457,-87.4331
Marydale,Clinton,38.4151,-89.2219
Maryland,Ogle,42.0356,-89.325
Maryland Place,Madison,38.4354,-90.0636
Maryville,Madison,38.4325,-89.5721
Marywood,Kane,41.4737,-88.1725
Mascoutah,St Clair,38.2925,-89.4735
Mason,Effingham,38.5711,-88.3725
Mason City,Mason,40.1208,-89.4153
Massbach,Jo Daviess,42.1446,-90.0718
Matanzas,Mason,40.1352,-90.0558
Matanzas Beach,Mason,40.1435,-90.0614
Matherville,Mercer,41.1535,-90.3628
Matteson,Cook,41.3014,-87.4247
Matthews,Perry,37.5803,-89.2226
Matthews Junction,Jackson,37.5709,-89.2226
Matthews Junction,Perry,37.5709,-89.2226
Mattoon,Coles,39.2859,-88.2222
Maud,Wabash,38.2351,-87.5119
Maunie,White,38.0208,-88.0244
Maxwell,Peoria,40.4119,-89.4201
Maxwell,Sangamon,39.3759,-89.5357
Mayberry,Wayne,38.1614,-88.3255
Mays,Edgar,39.3744,-87.4732
Maysville,Pike,39.4227,-90.4757
Maytown,Lee,41.3742,-89.2204
Mayview,Champaign,40.0648,-88.0637
Maywood,Cook,41.5245,-87.5035
Mazon,Grundy,41.1429,-88.251
Mazonia,Grundy,41.1233,-88.1652
Mc*nabb,Putnam,41.1037,-89.1233
McCall,Hancock,40.271,-91.1149
McCann Ford,Cumberland,39.2224,-88.1037
McClay Orchard,Greene,39.28,-90.313
McClure,Alexander,37.1904,-89.2553
McClusky,Jersey,39.0236,-90.1913
McConnell,Stephenson,42.2604,-89.4353
McCook,Cook,41.4752,-87.5041
McCormick,Pope,37.3302,-88.4014
McCormick Place,Cook,41.511,-87.3642
McCown,Edgar,39.4757,-87.5541
McCullom Lake,McHenry,42.2206,-88.1733
McDowell,Livingston,40.495,-88.3506
McGirr,De Kalb,41.4903,-88.4808
McHenry,McHenry,42.2041,-88.1626
McHenry Shores,McHenry,42.1908,-88.1529
McKeen,Clark,39.273,-87.365
McKinley,Washington,38.1357,-89.3254
McLean,Mclean,40.1852,-89.1011
McLeansboro,Hamilton,38.0536,-88.3208
McNulta,Mclean,40.2215,-88.2921
McQueen,Kane,42.0343,-88.2305
McVey,Macoupin,39.2323,-89.4447
Meadow Heights,Madison,38.413,-89.5928
Meadowbrook,Madison,38.5354,-90.0024
Meadows,Mclean,40.444,-88.4817
Mechanicsburg,Sangamon,39.4834,-89.235
Media,Henderson,40.463,-90.4955
Medinah,Du Page,41.5853,-88.0304
Medora,Macoupin,39.1028,-90.0835
Meeks,Vermilion,39.5959,-87.3504
Melody,Lake,42.1425,-87.5257
Melrose,Clark,39.1324,-87.4551
Melrose Park,Cook,41.5402,-87.5124
Melville,Madison,38.5613,-90.1445
Melvin,Ford,40.3403,-88.1452
Melwood,Edgar,39.4542,-87.5149
Menard,Randolph,37.5436,-89.5023
Mendon,Adams,40.0518,-91.1701
Mendota,La Salle,41.325,-89.0703
Menominee,Jo Daviess,42.2916,-90.3159
Meppen,Calhoun,38.5949,-90.3617
Meredith,Kane,41.5358,-88.3225
Meredosia,Morgan,39.4952,-90.3334
Meriden,La Salle,41.3417,-89.02
Mermet,Massac,37.1623,-88.5046
Merna,Mclean,40.31,-88.4933
Merriam,Wayne,38.2145,-88.1638
Merrionette Park,Cook,41.4103,-87.4201
Merritt,Scott,39.4252,-90.2457
Metamora,Woodford,40.4726,-89.2138
Metcalf,Edgar,39.4804,-87.4826
Metropolis,Massac,37.0904,-88.4355
Mettawa,Lake,42.14,-87.5533
Meyer,Adams,40.0852,-91.3012
Meyer,Adams,40.0852,-91.3005
Meyer,Franklin,38.0253,-89.0234
Michael,Calhoun,39.1407,-90.3724
Michael Landing Public A,Calhoun,39.1407,-90.3629
Michigan Beach,Will,41.3053,-88.0344
Mid City,Greene,39.1319,-90.2329
Middeal,Carroll,41.583,-89.5917
Middle Creek,Hancock,40.2222,-91.0138
Middlebury,Cook,42.0839,-88.1417
Middlebury,Kane,42.0839,-88.1417
Middlegrove,Fulton,40.4216,-90.0558
Middlepoint,White,37.5602,-88.1747
Middlesworth,Shelby,39.2444,-88.4255
Middleton,Wayne,38.1735,-88.4011
Middletown,Logan,40.0601,-89.3527
Midland City,De Witt,40.0843,-89.0801
Midlothian,Cook,41.3731,-87.4303
Midway,Madison,38.5543,-89.5819
Midway,Massac,37.1423,-88.3802
Midway,Tazewell,40.311,-89.3943
Midway,Vermilion,40.0058,-87.3816
Milan,Rock Island,41.2711,-90.3419
Miles,Macoupin,39.041,-90.0626
Milford,Iroquois,40.3742,-87.4146
Mill Creek,Union,37.203,-89.1509
Mill Shoals,White,38.1455,-88.2048
Milla,La Salle,41.0829,-88.59
Millbrook,Kendall,41.3554,-88.331
Millburn,Lake,42.2533,-88.0014
Milledgeville,Carroll,41.5748,-89.4628
Miller,St Clair,38.3206,-89.5612
Miller City,Alexander,37.0639,-89.2122
Millersburg,Mercer,41.1429,-90.4906
Millersville,Christian,39.2704,-89.0929
Millhurst,La Salle,41.3722,-88.3308
Millington,Kendall,41.3345,-88.3554
Millsdale,Will,41.2606,-88.0951
Millstadt,St Clair,38.2741,-90.053
Millstadt Junction,Monroe,38.2742,-90.1304
Millville,Jo Daviess,42.2656,-90.0305
Millville,Macoupin,39.0325,-89.5613
Milmine,Piatt,39.5427,-88.3901
Milne,Shelby,39.1547,-88.4732
Milo,Bureau,41.1133,-89.3456
Milroy,Henderson,41.0107,-90.5515
Milton,Pike,39.3352,-90.3901
Mindale,Tazewell,40.2533,-89.2211
Mineral,Bureau,41.2257,-89.5011
Minier,Tazewell,40.2601,-89.1847
Minonk,Woodford,40.5416,-89.0204
Minooka,Grundy,41.2719,-88.1542
Mira,Champaign,40.0502,-88.0944
Missa,Livingston,41.0554,-88.4432
Missionfield,Vermilion,40.0617,-87.4513
Mitchell,Franklin,37.5508,-89.0246
Mitchell,Madison,38.4543,-90.0507
Mitchellsville,Saline,37.3902,-88.3216
Mitchie,Monroe,38.1237,-90.2
Moccasin,Effingham,39.085,-88.4528
Mode,Shelby,39.1559,-88.4401
Modena,Stark,41.0807,-89.4547
Modesto,Macoupin,39.2842,-89.5855
Modoc,Randolph,38.0309,-90.0214
Moellenbrocks,Madison,38.4223,-90.042
Mokena,Will,41.3134,-87.5321
Moline,Rock Island,41.3024,-90.3054
Momence,Kankakee,41.1,-87.3946
Monaville,Lake,42.2358,-88.0641
Monee,Lake,41.2512,-87.443
Monica,Stark,40.5525,-89.4923
Monmouth,Warren,40.5441,-90.385
Monroe Center,Ogle,42.0554,-89.0002
Monroe City,Monroe,38.1521,-90.1557
Mont,Madison,38.4602,-89.5549
Monterey,Fulton,40.3152,-89.5645
Montezuma,Pike,39.3307,-90.3447
Montgomery,Kane,41.435,-88.2045
Monticello,Piatt,40.014,-88.3424
Montrose,Effingham,39.0955,-88.2245
Moon,Livingston,41.0404,-88.5121
Moonshine,Clark,39.1126,-87.5344
Moores Corner,Vermilion,40.1559,-87.3907
Mooseheart,Kane,41.4926,-88.2005
Morea,Crawford,38.5536,-87.3756
Morehaven,Winnebago,42.2528,-89.0124
Moriah,Clark,39.1302,-87.5622
Moro,Madison,38.5529,-90.0119
Moronts,Putnam,41.171,-89.174
Morreville,Brown,39.5101,-90.4801
Morris,Grundy,41.2126,-88.2516
Morrison,Whiteside,41.4835,-89.5754
Morrisonville,Christian,39.2512,-89.272
Morristown,Henry,41.2347,-90.1755
Morristown,Winnebago,42.1021,-89.0401
Morse,Stark,41.1349,-89.3842
Morseville (Plum River),Jo Daviess,42.182,-89.5845
Mortimer,Edgar,39.5119,-87.4328
Morton,Tazewell,40.3646,-89.2733
Morton Grove,Cook,42.0226,-87.4657
Moscow,Union,37.2441,-89.0309
Mossville,Peoria,40.4856,-89.3404
Mound City,Pulaski,37.0507,-89.0945
Mound Station Timewell P,Brown,40.0028,-90.5225
Mounds,Pulaski,37.0651,-89.1152
Mount Auburn,Christian,39.4558,-89.1542
Mount Carbon,Jackson,37.4507,-89.1916
Mount Carmel,Wabash,38.2439,-87.4541
Mount Carroll,Carroll,42.0542,-89.5841
Mount Clare,Macoupin,39.0555,-89.4934
Mount Erie,Wayne,38.3054,-88.1352
Mount Joy,Logan,40.1712,-89.1655
Mount Morris,Ogle,42.0301,-89.2552
Mount Olive,Macoupin,39.042,-89.4338
Mount Palatine,La Salle,41.1133,-89.0947
Mount Pleasant,Union,37.2707,-89.0425
Mount Prospect,Cook,42.0359,-87.5614
Mount Pulaski,Logan,40.0039,-89.1656
Mount Sterling,Brown,39.5914,-90.4548
Mount Vernon,Jefferson,38.1902,-88.5411
Mount Zion,Macon,39.4617,-88.5227
Mountain Glen,Union,37.3139,-89.1723
Moweaqua,Shelby,39.3729,-89.0108
Mozier,Calhoun,39.1733,-90.4457
Mozier Landing,Calhoun,39.152,-90.4333
Mudds Landing,Randolph,38.0033,-90.0313
Muddy,Saline,37.4554,-88.31
Mulberry Grove,Bond,38.553,-89.1608
Mulkeytown,Franklin,37.5815,-89.0641
Muncie,Vermilion,40.0656,-87.5041
Mundelein,Lake,42.1547,-88.0014
Munger,Du Page,41.5752,-88.1322
Munger,Pike,39.4526,-91.1919
Munstel,Livingston,41.062,-88.541
Murdock,Douglas,39.4803,-88.0442
Murphysboro,Jackson,37.4552,-89.2006
Murrayville,Morgan,39.3508,-90.1507
Mylith Park,Lake,42.1551,-88.113
Myrtle,Ogle,42.1005,-89.2124
Nachusa,Lee,41.4953,-89.2323
Nameoki,Madison,38.4354,-90.074
Naperville,Du Page,41.4709,-88.085
Naplate,La Salle,41.2001,-88.5241
Naples,Scott,39.4526,-90.3626
Narita,Logan,39.5859,-89.1308
Nashville,Washington,38.2037,-89.225
Nason,Jefferson,38.1034,-88.5803
National City,St Clair,38.3844,-90.0939
Natrona,Mason,40.1615,-89.3756
Nauvoo,Hancock,40.33,-91.2305
Neadmore,Clark,39.1457,-87.5137
Neal,Cumberland,39.1807,-88.203
Nebo,Pike,39.2633,-90.4727
Neelyville PO,Morgan,39.4523,-90.2835
Neilson,Williamson,37.3749,-88.5738
Nekoma,Henry,41.1022,-90.1119
Nelson,Lee,41.4747,-89.3606
Neoga,Cumberland,39.191,-88.271
Neponset,Bureau,41.1745,-89.4725
Nettle Creek,Grundy,41.2633,-88.3441
Neunert,Jackson,37.4322,-89.3244
Nevada,Livingston,41.0509,-88.3305
Nevins,Edgar,39.3202,-87.3819
New Athens,St Clair,38.1935,-89.5237
New Badan,Clinton,38.3206,-89.4202
New Bedford,Bureau,41.3046,-89.4314
New Berlin,Sangamon,39.4331,-89.5438
New Boston,Mercer,41.1013,-90.5948
New Burnside,Johnson,37.3445,-88.4615
New Canton,Pike,39.381,-91.0545
New City,Sangamon,39.4013,-89.3207
New Columbia,Massac,37.1838,-88.4631
New Dennison,Williamson,37.4134,-88.512
New Design,Monroe,38.1605,-90.0706
New Douglas,Madison,38.5812,-89.3959
New Grand Chain (Grand C,Pulaski,37.1507,-89.0116
New Hanover,Monroe,38.2312,-90.1338
New Hartford,Pike,39.3432,-90.5436
New Haven,Gallatin,37.5431,-88.0745
New Hebron,Crawford,38.57,-87.444
New Holland,Logan,40.1105,-89.3451
New Hope,Williamson,37.4738,-88.412
New Lebanon,De Kalb,42.0556,-88.3611
New Lenox,Will,41.3043,-87.5756
New Liberty,Pope,37.0719,-88.2652
New Memphis,Clinton,38.2845,-89.4042
New Memphis,Clinton,38.2729,-89.4036
New Milford,Winnebago,42.1113,-89.0404
New Minden,Washington,38.2629,-89.2213
New Palestine,Randolph,37.5947,-89.4914
New Philadelphia,McDonough,40.2922,-90.282
New Philadelphia,Pike,39.414,-90.573
New Salem,Pike,39.4227,-90.5051
New Windsor (Windsor),Mercer,41.1208,-90.2632
Newark,Kendall,41.3213,-88.35
Newbern,Jersey,39.0025,-90.2013
Newburg,Macon,39.5852,-88.4814
Newby,Coles,39.2627,-88.1905
Newcastle,Saline,37.3902,-88.4017
Newell,Vermilion,40.0947,-87.3501
Newman,Douglas,39.4755,-87.5909
Newmansville,Cass,40.0012,-90.0042
Newport,Madison,38.4051,-90.1033
Newton,Jasper,38.5927,-88.0945
Newton Corners,Whiteside,41.4411,-90.0659
Newtown,Vermilion,40.1002,-87.4609
Niantic,Christian,39.5114,-89.0958
Niles,Cook,42.0108,-87.481
Nilwood,Macoupin,39.2353,-89.4831
Niota,Hancock,40.3703,-91.1716
Nipper Corner,Hamilton,38.0219,-88.2813
Noble,Richland,38.4151,-88.1325
Nokomis,Montgomery,39.1804,-89.1706
Noltings,Washington,38.2916,-89.1157
Nora,Jo Daviess,42.2721,-89.5643
Normal,Mclean,40.3051,-88.5926
Normandy,Bureau,41.3343,-89.3857
Normantown,Will,41.3917,-88.1356
Norridge,Cook,41.5748,-87.4938
Norris,Fulton,40.3733,-90.0155
Norris City,White,37.5852,-88.1945
North Alton,Madison,38.552,-90.1147
North Aurora,Kane,41.4822,-88.1938
North Barrington,Lake,42.1228,-88.0826
North Chicago,Lake,42.1932,-87.5028
North Chillicothe,Peoria,40.5551,-89.3005
North Dupo,St Clair,38.3258,-90.1202
North Glen Ellyn,Du Page,41.5331,-88.0347
North Hampton,Peoria,40.5552,-89.322
North Hanover,Jo Daviess,42.1737,-90.1643
North Henderson,Mercer,41.0521,-90.2831
North Hooper,Iroquois,40.5702,-87.3625
North Mounds,Pulaski,37.0723,-89.1201
North Northfield,Cook,42.0818,-87.5253
North Park,Winnebago,42.2034,-89.0307
North Pekin,Tazewell,40.3654,-89.372
North Plato,Kane,42.0318,-88.2751
North Quincy,Adams,39.5814,-91.2346
North Riverside,Cook,41.5034,-87.4923
North Shore,McHenry,42.1424,-88.2141
North Venice,Madison,38.4051,-90.0959
Northbrook,Cook,42.0739,-87.4944
Northfield,Cook,42.0559,-87.4651
Northlake,Cook,41.5502,-87.5344
Northville,La Salle,41.3348,-88.4219
Nortonville,Morgan,39.3344,-90.0823
Norway,La Salle,41.2756,-88.3952
Norwood,Mercer,41.0521,-90.3817
Norwood Park,Peoria,40.422,-89.4155
Nottingham Woods,Kane,41.4947,-88.2755
Novak Park,Kane,41.5732,-88.1904
Nutwood,Jersey,39.0505,-90.3321
O’Fallon,St Clair,38.3532,-89.544
Oak,Pope,37.3435,-88.3104
Oak Brook,Du Page,41.4958,-87.5544
Oak Forest,Cook,41.361,-87.4438
Oak Grove,Lake,42.1747,-87.55
Oak Grove,Rock Island,41.2438,-90.3414
Oak Hill,Peoria,40.4715,-89.5159
Oak Hills,St Clair,38.3817,-89.585
Oak Lawn,Cook,41.4315,-87.4515
Oak Park,Cook,41.5306,-87.4704
Oak Ridge,Woodford,40.4841,-89.2615
Oakbrook Terrace,Du Page,41.51,-87.5752
Oakdale,Washington,38.1542,-89.3005
Oakford,Menard,40.0609,-89.5747
Oakglen,Cook,41.3347,-87.333
Oakland,Coles,39.3914,-88.0134
Oakland Center,Schuyler,40.1402,-90.303
Oakley,Macon,39.5234,-88.4821
Oakwood,Vermilion,40.0658,-87.4642
Oakwood Heights,Madison,38.5254,-90.0406
Oakwood Hills,McHenry,42.1447,-88.1434
Obed,Shelby,39.3355,-88.5409
Oblong,Crawford,39.0007,-87.5432
Oconee,Shelby,39.1708,-89.0627
Ocoya,Livingston,40.4818,-88.4102
Odell,Livingston,41.0013,-88.3131
Odgen,Wabash,38.2707,-87.4937
Odin,Marion,38.3702,-89.0308
Ogden,Champaign,40.065,-87.5722
Ogle,Mercer,41.0626,-90.5301
Ogles,St Clair,38.3248,-90.0317
Oglesby,La Salle,41.1743,-89.0334
Ohio,Bureau,41.3327,-89.2739
Ohlman,Montgomery,39.2042,-89.1307
Oil Center,Crawford,38.5805,-87.4958
Oil Grove,Crawford,38.5146,-87.383
Oilfield,Clark,39.2338,-87.5919
Okawville,Washington,38.2603,-89.3301
Old Brownfield,Pope,37.2132,-88.3547
Old Du Quoin,Perry,37.583,-89.1059
Old Gilchrist,Mercer,41.1352,-90.373
Old Kane,Greene,39.112,-90.2221
Old Kaskaskia,Randolph,37.5656,-89.5519
Old Marissa,St Clair,38.153,-89.4515
Old Mill Creek,Lake,42.2519,-87.5821
Old Niota,Hancock,40.3648,-91.1807
Old Pearl,Pike,39.263,-90.3853
Old Princeton,Cass,39.5241,-90.095
Old Ripley,Bond,38.5346,-89.3412
Old Salem Chautauqua,Menard,39.5932,-89.5007
Old Shawneetown,Gallatin,37.4149,-88.0812
Oldenburg,Madison,38.4749,-90.0605
Oldtown,Saline,37.3608,-88.4118
Olena,Henderson,40.4708,-90.5619
Olga,Hamilton,37.5929,-88.3437
Olin,Peoria,40.451,-89.4606
Olive Branch,Alexander,37.1007,-89.2106
Oliver,Edgar,39.2902,-87.4053
Olivet,Vermilion,39.5631,-87.3837
Olmsted,Pulaski,37.105,-89.052
Olney,Richland,38.4351,-88.0507
Olympia Fields,Cook,41.3048,-87.4027
Omaha,Gallatin,37.5325,-88.1811
Omar,Johnson,37.3006,-88.5807
Omega,Marion,38.4216,-88.465
Onarga,Iroquois,40.4254,-88.0022
Oneco,Stephenson,42.2915,-89.3951
Oneida,Knox,41.042,-90.1331
Ontario,Knox,41.0443,-90.1827
Ontarioville,Du Page,41.5915,-88.09
Opdyke,Jefferson,38.1535,-88.4726
Ophiem,Henry,41.1509,-90.2315
Oquawka,Henderson,40.5555,-90.5649
Orange,Clark,39.1224,-87.4917
Orange Prairie,Peoria,40.4639,-89.4011
Orangemans Hall,Mercer,41.1849,-90.3629
Orangeville,Stephenson,42.2806,-89.3838
Oraville,Jackson,37.5154,-89.23
Orchard Mines,Peoria,40.3521,-89.404
Orchardville,Wayne,38.3023,-88.3901
Oreana,Macon,39.5619,-88.5156
Oregon,Ogle,42.0053,-89.1956
Orient,Franklin,37.5506,-88.5839
Orio,Wabash,38.3316,-87.4644
Orion,Henry,41.2117,-90.2253
Orland Park,Cook,41.3749,-87.5114
Orleans,Morgan,39.4325,-90.0446
Ormonde,Warren,40.5118,-90.3647
Osbernville,Christian,39.454,-89.1043
Osborn,Rock Island,41.3121,-90.1623
Osceola,Stark,41.1247,-89.4647
Osco,Henry,41.2052,-90.1649
Oskaloosa,Clay,38.4535,-88.3856
Osman,Mclean,40.1745,-88.2819
Ospur,De Witt,40.0519,-88.5719
Oswego,Kendall,41.4058,-88.2105
Ottawa,La Salle,41.2044,-88.5033
Otterville,Jersey,39.0302,-90.2354
Otto,Kankakee,41.025,-87.5328
Ottville,Bureau,41.2053,-89.1531
Owaneco,Christian,39.2856,-89.1137
Owen Center,Winnebago,42.2206,-89.0701
Oxville,Scott,39.4217,-90.334
Ozark,Johnson,37.3233,-88.4546
Paderborn,St Clair,38.2137,-90.0233
Padua,Mclean,40.2701,-88.455
Paineville,Williamson,37.4832,-89.0006
Palatine,Cook,42.0637,-88.0203
Palermo,Edgar,39.5156,-87.5251
Palestine,Crawford,39.0013,-87.3646
Palisades,Du Page,41.4249,-87.5601
Palm Beach,Lake,42.2236,-88.115
Palm Beach,McHenry,42.2236,-88.115
Palmer,Christian,39.2728,-89.2414
Palmerton,Cass,40.0002,-90.0856
Palmyra,Lee,41.5106,-89.344
Palmyra,Macoupin,39.2605,-89.5945
Paloma,Adams,40.0122,-91.1142
Palos Heights,Cook,41.4005,-87.4747
Palos Hills,Cook,41.4148,-87.4901
Palos Park,Cook,41.4002,-87.4949
Palsgrove,Carroll,42.1006,-90.0125
Pana,Christian,39.232,-89.0448
Panama,Bond,39.0146,-89.3127
Pankeyville,Saline,37.423,-88.321
Panola,Woodford,40.4701,-89.0116
Papineau,Iroquois,40.5809,-87.4259
Paradise,Coles,39.2437,-88.2612
Paris,Edgar,39.364,-87.4146
Park City,Lake,42.2054,-87.5303
Park Forest,Will,41.2929,-87.4028
Park Ridge,Cook,42.004,-87.5026
Parker,Johnson,37.3413,-88.48
Parkersburg,Richland,38.3523,-88.0324
Parkland,Peoria,40.2745,-89.4505
Parkville,Champaign,39.5406,-88.2149
Parnell,De Witt,40.1323,-88.4314
Parrish,Franklin,37.5629,-88.4846
Passport,Richland,38.4721,-88.1437
Patoka,Marion,38.4519,-89.0543
Patterson,Greene,39.285,-90.2858
Patterson Springs,Douglas,39.4732,-88.1134
Patton,Clark,39.2837,-87.3331
Patton,Edgar,39.2837,-87.3331
Patton,Wabash,38.2837,-87.4513
Pattonsburg,Marshall,40.5616,-89.1104
Pauline,Champaign,40.0739,-88.0021
Paulton,Williamson,37.455,-88.4814
Pavillion,Kendall,41.3638,-88.283
Paw Paw,Lee,41.412,-88.5852
Pawnee,Sangamon,39.353,-89.3449
Pawnee Junction,Sangamon,39.3523,-89.3846
Paxton,Ford,40.2737,-88.0543
Paynes Point,Ogle,42.0126,-89.1224
Payson,Adams,39.4901,-91.1432
Paytonville,Grundy,41.2012,-88.2552
Pearl,Greene,39.2735,-90.3733
Pearl,Pike,39.2735,-90.3733
Pearl City,Stephenson,42.1555,-89.4933
Pecatonica,Winnebago,42.185,-89.2133
Pegram,Greene,39.2047,-90.2349
Pekin,Tazewell,40.3403,-89.3826
Pekin Heights,Tazewell,40.3247,-89.3615
Penfield,Champaign,40.1812,-87.5648
Pennington Point,Mcdonough,40.2338,-90.3314
Penrose,Whiteside,41.5315,-89.4004
Peoria,Peoria,40.4137,-89.352
Peoria Heights,Peoria,40.445,-89.3426
Peotone,Will,41.1956,-87.4707
Percy,Randolph,38.0059,-89.3707
Perdueville,Ford,40.2756,-88.1045
Perks,Pulaski,37.1835,-89.0451
Perry,Pike,39.4659,-90.4443
Perryville,Winnebago,42.1318,-88.5846
Pershing,Franklin,37.5248,-88.5755
Peru,La Salle,41.1939,-89.0744
Pesotum,Champaign,39.5453,-88.1624
Peters Creek,Hardin,37.2916,-88.1429
Petersburg,Lawrence,38.353,-87.4952
Petersburg,Menard,40.0042,-89.5053
Petersburg,St Clair,38.3532,-89.5516
Peterstown,La Salle,41.2953,-89.0848
Petersville,Mercer,41.1646,-90.5618
Petrolia,Lawrence,38.4538,-87.4644
Phelps,St Clair,38.2921,-90.13
Phelps,Warren,40.5055,-90.3429
Philadelphia,Cass,39.5526,-90.0702
Phillipstown,White,38.0831,-88.0118
Philo,Champaign,40.0025,-88.0929
Phoenix,Cook,41.364,-87.3805
Piasa,Macoupin,39.0657,-90.0725
Pierceburg,Crawford,38.555,-87.5428
Pierron,Bond,38.4648,-89.3553
Pierron,Madison,38.4648,-89.3553
Pierron (Baden Baden),Bond,38.4635,-89.3113
Pierson,Piatt,39.4753,-88.3142
Pike,Pike,39.2735,-91.0206
Pinckneyville,Perry,38.0449,-89.2255
Pingree Grove,Kane,42.0407,-88.2448
Pinkstaff,Lawrence,38.474,-87.4009
Pioneer,Peoria,40.4658,-89.3917
Piopolis,Hamilton,38.1101,-88.3341
Piper City,Ford,40.4524,-88.1128
Pisgah,Morgan,39.4007,-90.0732
Pistakee Highlands,McHenry,42.2431,-88.1223
Pitchin,Iroquois,40.3611,-87.5159
Pittsburg,Fayette,38.5217,-89.1242
Pittsburg,Williamson,37.4637,-88.5058
Pittsfield,Pike,39.3628,-90.4818
Pittwood,Iroquois,40.5139,-87.4346
Plainfield,Will,41.3737,-88.1214
Plainview,Macoupin,39.0933,-89.5923
Plainville,Adams,39.4709,-91.1107
Plano,Kendall,41.3946,-88.3213
Plato Center,Kane,42.0136,-88.2548
Plattville,Kendall,41.3154,-88.2253
Pleak,Shelby,39.3544,-88.5618
Pleasant Grove,Johnson,37.2627,-89.0147
Pleasant Hill,Mclean,40.3647,-88.4449
Pleasant Hill,Pike,39.2636,-90.522
Pleasant Mound,Bond,38.5147,-89.1725
Pleasant Plains,Sangamon,39.5222,-89.5516
Pleasant Ridge,Madison,38.4321,-89.584
Pleasant Valley,Jo Daviess,42.1333,-90.0137
Pleasantview,Schuyler,40.0611,-90.2753
Plum Hill,Washington,38.2146,-89.3031
Plumfield,Franklin,37.5329,-89.0024
Plymouth,Hancock,40.173,-90.5508
Poag,Madison,38.4749,-90.022
Pocahontas,Bond,38.494,-89.3224
Polk,Will,41.1842,-87.363
Polo,Ogle,41.591,-89.3445
Pomona,Jackson,37.3741,-89.2012
Ponemah,Warren,40.4914,-90.422
Pontiac,Livingston,40.5251,-88.3747
Pontiac,St Clair,38.3514,-89.5905
Pontoon Beach,Madison,38.4354,-90.0449
Pontoosuc,Hancock,40.3744,-91.1219
Poplar City,Mason,40.145,-89.5623
Poplar Grove,Boone,42.2206,-88.4919
Poplar Grove,Rock Island,41.2728,-90.2723
Poplar Ridge,Jackson,37.4201,-89.2214
Poppleton Landing,Calhoun,38.5425,-90.3801
Port Byron,Rock Island,41.3623,-90.2007
Port Jackson,Crawford,38.5149,-87.4642
Portage,Jo Daviess,42.2258,-90.2723
Porterfield,Marshall,41.0503,-89.0943
Porterville,Crawford,39.0523,-87.4805
Portland Corners,Whiteside,41.3948,-89.5844
Portuguese Hill,Morgan,39.4521,-90.1255
Posen,Cook,41.3754,-87.4053
Posen,Washington,38.153,-89.2008
Posey,Clinton,38.3213,-89.2109
Post Oak,Fayette,39.0525,-88.5433
Potomac,Vermilion,40.1818,-87.4802
Pottstown,Peoria,40.4305,-89.3937
Pottsville,Union,37.2519,-89.2127
Powellton,Hancock,40.3209,-91.1607
Powerton,Tazewell,40.3217,-89.4044
Prairie,Randolph,38.1023,-89.5635
Prairie Center,La Salle,41.2808,-88.5604
Prairie City,Mcdonough,40.3716,-90.2743
Prairie du Rocher,Randolph,38.0459,-90.0545
Prairie Hill,Macon,39.4517,-88.4708
Prairie View,Lake,42.1157,-87.572
Prairietown,Madison,38.5759,-89.5519
Prairieville,Lee,41.5029,-89.3643
Preemption,Mercer,41.1846,-90.3504
Prentice,Morgan,39.5125,-90.0237
Preston,Randolph,38.0622,-89.5136
Prince Crossing,Du Page,41.5418,-88.1104
Princeton,Bureau,41.2205,-89.2753
Princeville,Peoria,40.5547,-89.4527
Princeville,Stark,40.5547,-89.4527
Proctor,Ford,40.2444,-88.2406
Prophetstown,Whiteside,41.4017,-89.561
Prospect,Mclean,40.191,-88.1246
Prospect Heights,Cook,42.0543,-87.5615
Prouty,Sangamon,39.4056,-89.5543
Providence,Bureau,41.1641,-89.3533
Pruett,Fayette,39.0353,-88.5439
Pryortown,Pulaski,37.1125,-89.0855
Puder,Kankakee,41.1442,-87.3624
Pulaski,Pulaski,37.1249,-89.1221
Pullman,Cook,41.4134,-87.3621
Pureton,Richland,38.435,-88.1328
Putnam,Putnam,41.1106,-89.2347
Pyatts,Perry,38.0011,-89.2216
Pyramid,Washington,38.2003,-89.134
Quentin Corners,Lake,42.0959,-88.0347
Quincy,Adams,39.5608,-91.2435
Quincy Junction,Pike,39.2704,-91.013
Quiver Beach,Mason,40.1948,-90.025
Raddle,Jackson,37.4644,-89.3512
Radford,Christian,39.3439,-89.0204
Radley,Lee,41.3816,-88.5628
Radom,Washington,38.1655,-89.1132
Rafetown,Jasper,38.5129,-88.0008
Rainbow Hills,Kane,41.551,-88.2212
Raleigh,Saline,37.4937,-88.3155
Ramsey,Fayette,39.084,-89.0631
Randolph,Mclean,40.2234,-88.5849
Rankin,Vermilion,40.2754,-87.5347
Ransom,La Salle,41.0922,-88.3858
Rantoul,Mclean,40.183,-88.0921
Rapatee,Knox,40.4254,-90.0929
Rapids City,Rock Island,41.3454,-90.2036
Rardin,Coles,39.3615,-88.0606
